Sentence ID,Concept ID,Level 1,Level 2,Level 3
282,C0011991,0,0,1
282,C0033774,0,0,1
282,C0036104,0,0,1
282,C0036973,0,0,1
283,C0233763,0,0,1
284,C0002957,0,0,1
284,C0012833,1,1,0
284,C0220870,0,0,1
284,C0392674,0,0,1
284,C0424092,0,0,1
284,C0557875,1,1,1
285,C0002170,0,1,1
285,C0003467,1,1,0
285,C0006325,0,0,1
285,C0015672,1,1,0
285,C0028643,0,0,1
285,C0220870,0,0,1
285,C0425766,0,0,1
285,C0557875,0,0,1
285,C0581879,0,0,1
285,C4075722,0,1,1
286,C0027497,1,1,1
286,C0042963,0,0,1
286,C0220870,0,0,1
287,C0003467,1,1,0
287,C0027497,1,1,1
287,C0036341,1,1,1
287,C0038661,1,1,0
287,C0040822,1,1,1
287,C0042963,1,1,1
287,C0085631,1,1,0
287,C0220870,0,0,1
287,C0438696,1,1,0
288,C0003467,1,1,0
288,C0038999,0,0,1
288,C0233794,0,1,0
289,C0036973,0,0,1
289,C0042963,1,1,1
290,C0002957,0,0,1
290,C0016382,0,0,1
290,C0042963,0,0,1
290,C0392674,0,0,1
290,C0424092,0,0,1
290,C0557875,1,1,1
291,C0001241,0,0,1
291,C0028643,1,1,1
291,C0038990,0,0,1
292,C0015726,0,0,1
292,C0015967,0,0,1
292,C0028084,1,1,0
292,C0036104,0,0,1
292,C0220870,0,0,1
292,C0424092,0,0,1
292,C0425082,0,0,1
292,C3672010,0,0,1
293,C0344232,1,1,1
293,C0424092,0,0,1
294,C0038990,0,0,1
295,C0038990,0,0,1
295,C0038999,0,0,1
295,C0392674,0,0,1
296,C0009806,1,1,0
297,C0220870,0,0,1
298,C0438697,0,0,1
298,C0581879,0,0,1
298,C0586746,0,0,1
298,C1262477,1,1,1
298,C1971624,1,1,0
298,C2364087,0,1,0
299,C0001241,0,0,1
299,C0016382,0,0,1
299,C0028643,1,1,1
299,C0240327В,0,0,1
299,C0542476,0,0,1
300,C0038999,0,0,1
300,C0575805,0,0,1
301,C0043094,1,1,1
301,C0424092,0,0,1
301,C0522165,0,0,1
301,C0581879,0,0,1
302,C0016770,1,1,0
302,C0021177,1,1,0
303,C0001241,0,0,1
303,C0018616,0,0,1
303,C0033774,0,0,1
303,C0036104,0,0,1
303,C0233660,0,0,1
303,C0424092,0,0,1
303,C0425082,0,0,1
303,C0554978,0,0,1
304,C0043094,1,1,1
306,C0013144,1,1,0
306,C0016382,0,0,1
306,C0027497,1,1,1
306,C0042963,0,0,1
307,C0003467,1,1,0
307,C0424235,0,0,1
307,C3887611,1,1,1
308,C0233730,0,0,1
309,C0233730,0,0,1
311,C0028643,0,0,1
311,C0220870,0,0,1
312,C0001241,0,0,1
312,C0012833,1,1,0
312,C0028643,1,1,1
312,C0036104,0,0,1
312,C0038990,0,0,1
312,C0042963,0,0,1
312,C0220870,0,0,1
312,C0232462,0,1,0
312,C0239832В,0,1,1
312,C0424092,0,0,1
312,C0424558,1,1,0
312,C0521008,0,0,1
312,C0522165,1,1,1
312,C0581879,0,0,1
312,C0582093,0,0,1
312,C0587054,0,0,1
313,C0002957,0,0,1
313,C0392674,0,0,1
313,C0424092,0,0,1
313,C0557875,1,1,1
314,C0242350,1,1,0
314,C0424092,0,0,1
315,C0015726,0,0,1
315,C0030193,0,0,1
315,C0220870,0,0,1
316,C0581879,0,0,1
317,C0028643,0,0,1
317,C0043387,1,1,1
317,C0235146,0,1,1
317,C0581879,0,0,1
317,C0587054,0,0,1
318,C0581879,0,0,1
319,C0001241,0,0,1
319,C0028643,0,0,1
319,C0036104,0,0,1
319,C0220870,0,0,1
319,C0542313,0,0,1
320,C0033774,0,0,1
320,C0424091,0,0,1
320,C0581879,0,0,1
320,C0582093,0,0,1
321,C0015726,0,0,1
321,C0033774,0,0,1
321,C0042963,0,0,1
321,C0424092,0,0,1
321,C0560617,0,0,1
322,C0233730,0,0,1
324,C0009806,1,1,0
324,C0701812,0,0,1
325,C0001241,0,0,1
325,C0028643,1,1,1
325,C0233469,0,0,1
325,C0233488,0,0,1
325,C0239511,0,0,1
325,C0424092,0,0,1
325,C0581879,0,0,1
325,C0587054,0,0,1
326,C0001241,0,0,1
326,C0028643,1,1,1
326,C0424092,0,0,1
326,C0521008,0,0,1
326,C0581879,0,0,1
326,C0587054,0,0,1
327,C0001241,0,0,1
327,C0028643,1,1,1
327,C0038999,0,0,1
328,C0015726,0,0,1
328,C0018681,1,1,0
328,C0028081,0,1,1
328,C0028643,0,0,1
328,C0036973,0,0,1
328,C0038990,1,1,1
328,C0085593,0,0,1
328,C0151908,1,1,0
328,C0220870,0,0,1
328,C0233624,0,0,1
328,C0233730,0,0,1
328,C0235050,0,1,0
328,C0277960,1,1,0
328,C0424092,0,0,1
328,C0425082,0,0,1
328,C0521008,0,0,1
328,C0522057,0,0,1
328,C0542313,0,0,1
328,C0557875,0,0,1
328,C0557878,0,0,1
328,C3672010,0,1,1
329,C0002957,0,0,1
329,C0004604,0,0,1
329,C0008031,1,1,1
329,C0015672,1,1,0
329,C0015726,0,0,1
329,C0018681,1,1,0
329,C0024031,0,0,1
329,C0028643,0,0,1
329,C0030193,1,1,1
329,C0220870,0,0,1
329,C0233730,0,0,1
329,C0278180,0,0,1
329,C0344315,0,1,1
329,C0392674,0,0,1
329,C0424092,0,0,1
329,C0424528,0,0,1
329,C0425082,0,0,1
329,C0557875,1,1,1
331,C0030318,0,0,1
331,C0038999,0,0,1
331,C0220870,0,0,1
331,C0554978,1,1,1
332,C0581879,0,0,1
333,C0004095,0,0,1
333,C0011057,0,0,1
333,C0013604,1,1,1
333,C0015672,1,1,0
333,C0016053,1,1,0
333,C0018681,1,1,0
333,C0030193,1,1,1
333,C0030252,1,1,0
333,C0235239,0,0,1
333,C0236000,1,1,1
333,C0557875,0,0,1
333,C1971624,1,1,0
334,C0001241,0,0,1
334,C0011057,0,0,1
334,C0015726,0,0,1
334,C0043094,1,1,1
334,C0424091,0,0,1
334,C1262477,0,1,1
334,C1562291,0,0,1
334,C1971624,1,1,0
335,C0018681,1,1,0
335,C0028643,0,0,1
335,C0038999,0,0,1
335,C0917801,1,1,1
336,C0015726,0,0,1
336,C0028084,1,1,0
337,C0424444,0,1,1
337,C0542476,0,0,1
338,C0002957,1,1,1
339,C0030193,0,0,1
339,C0038999,0,0,1
339,C0239833,0,0,1
339,C0425082,0,0,1
339,C0575805,0,0,1
340,C0003467,1,1,0
340,C0220870,0,0,1
341,C0000765,1,1,1
341,C0001973,0,0,1
341,C0015726,0,0,1
341,C0028081,1,1,1
341,C0038990,1,1,1
341,C0043094,1,1,1
341,C0043387,1,1,1
341,C0220870,0,0,1
341,C0233730,0,0,1
341,C0438697,1,1,1
341,C0700590,0,1,1
341,C0917801,1,1,1
341,C1262477,0,1,0
342,C0027497,1,1,1
342,C0042963,0,0,1
343,C0012833,1,1,0
343,C0043387,1,1,1
343,C0220870,0,0,1
347,C0001241,0,0,1
347,C0036104,0,0,1
347,C0038999,0,0,1
347,C2018018,0,0,1
348,C0014724,0,0,1
348,C0016382,0,0,1
348,C0392674,0,0,1
349,C0028643,0,0,1
349,C0424092,0,0,1
350,C0043387,1,1,1
351,C0028643,0,0,1
352,C0002957,1,1,1
352,C0235169,1,1,0
352,C1262477,0,0,1
353,C0581879,0,0,1
353,C0917801,0,0,1
354,C0235169,1,1,0
354,C0581879,0,0,1
355,C0000765,0,0,1
355,C0015726,0,0,1
355,C0028643,0,0,1
355,C0038990,1,1,1
355,C0043094,1,1,1
355,C0232461,1,1,0
355,C0233730,0,0,1
355,C0438697,0,0,1
355,C0581879,0,0,1
355,C0587054,0,0,1
355,C0700590,0,1,1
356,C0043094,1,1,1
357,C0016382,0,0,1
357,C0042963,0,0,1
358,C0011206,0,0,1
358,C0020175,0,0,1
358,C0036104,0,0,1
358,C0038990,0,0,1
358,C0038999,0,0,1
358,C0392674,0,0,1
358,C0425082,0,0,1
358,C0556385,0,1,1
359,C0015726,0,0,1
359,C0038990,1,1,1
359,C0043387,0,0,1
359,C0233730,0,0,1
360,C0002957,0,0,1
361,C0038990,1,1,1
361,C0233730,0,0,1
361,C0560617,0,0,1
362,C0581879,0,0,1
363,C0015726,0,0,1
364,C0009676,1,1,0
364,C0015726,0,0,1
364,C0424092,0,0,1
365,C0016382,0,0,1
365,C0028643,0,0,1
365,C0036104,0,0,1
366,C0013144,1,1,0
367,C0043094,0,0,1
368,C0001241,0,0,1
368,C0014724,0,0,1
368,C0036104,0,0,1
368,C0043094,0,1,1
368,C0392674,0,0,1
368,C0395016,0,0,1
368,C0424092,0,0,1
368,C0425101,0,1,1
370,C0033774,0,0,1
370,C0043094,1,1,1
370,C1262477,1,1,0
371,C0018616,0,0,1
371,C0232461,1,1,0
372,C0001241,0,0,1
372,C0010200,0,0,1
373,C0018681,1,1,0
374,C0028643,0,0,1
374,C0043387,1,1,1
374,C0438697,1,1,1
374,C0542313,0,0,1
376,C0018681,1,1,0
376,C0027497,1,1,1
376,C0036973,0,0,1
376,C0042963,0,0,1
376,C0234369,1,1,0
376,C1971624,1,1,0
377,C0002957,0,0,1
377,C0392674,0,0,1
377,C0424092,0,0,1
377,C0557875,1,1,1
378,C0015726,0,0,1
378,C0028084,1,1,0
380,C0030193,0,0,1
381,C0011206,0,0,1
381,C0020175,0,0,1
381,C0556385,1,1,1
382,C0001241,0,0,1
382,C0015726,0,0,1
382,C0028643,1,1,1
382,C0030193,0,0,1
382,C0233632,0,0,1
382,C0424092,0,0,1
382,C0425101,0,0,1
382,C0521008,0,0,1
382,C0587054,0,0,1
383,C0521008,0,0,1
383,C0558078,1,1,0
383,C0701811,1,1,0
384,C0001241,0,0,1
384,C0028643,1,1,1
384,C0235108,0,0,1
384,C0424092,0,0,1
384,C0581879,0,0,1
384,C0587054,0,0,1
385,C0015726,0,0,1
386,C0002957,0,0,1
386,C0392674,0,0,1
386,C0424092,0,0,1
386,C0557875,1,1,1
387,C0015672,1,1,0
387,C0043094,1,1,1
387,C0085632,1,1,0
387,C0557875,0,0,1
387,C0917801,1,1,1
389,C0028643,0,0,1
389,C0036104,0,0,1
389,C0220870,0,0,1
389,C0424092,0,0,1
390,C0028643,0,0,1
390,C0033774,0,0,1
390,C0424091,0,0,1
390,C0424092,0,0,1
392,C0043094,0,1,1
393,C0001241,0,0,1
393,C0004604,1,1,1
393,C0016382,0,0,1
393,C0030193,1,1,1
394,C0013144,1,1,0
395,C0028081,1,1,1
395,C0038990,1,1,1
395,C0220870,0,0,1
395,C0233730,0,0,1
396,C0013144,1,1,0
396,C0015726,0,0,1
396,C0028643,0,0,1
396,C0038999,0,0,1
396,C0085633,0,0,1
396,C0233730,0,0,1
396,C0425101,0,0,1
396,C0581879,0,0,1
396,C0587054,0,0,1
397,C0028081,1,1,1
397,C0038990,1,1,1
397,C0220870,0,0,1
397,C0233730,0,0,1
397,C0581879,0,0,1
398,C0015672,1,1,0
398,C0018681,1,1,0
398,C0043094,1,1,1
398,C0557875,0,0,1
399,C0036104,0,0,1
399,C0234019,0,0,1
399,C0425251,0,0,1
399,C0557885,0,0,1
399,C0581879,0,0,1
400,C0001241,0,0,1
400,C0018681,1,1,0
400,C0036104,0,0,1
400,C0231303,0,0,1
400,C0233494,0,0,1
400,C0425101,0,0,1
401,C0002170,0,1,1
402,C0002170,0,1,1
402,C0038661,1,1,0
402,C0038999,0,0,1
402,C0424000,0,1,0
402,C0424091,0,0,1
402,C0424092,0,0,1
402,C0438696,1,1,0
402,C0575805,0,0,1
402,C0581879,0,0,1
402,C1562291,0,0,1
403,C0001241,0,1,1
403,C0038999,0,0,1
404,C0002170,0,1,1
404,C0425082,0,0,1
405,C0027497,1,1,1
405,C0028084,1,1,0
405,C0042963,0,0,1
406,C0001973,0,0,1
406,C0015726,0,0,1
406,C0016382,0,0,1
406,C0220870,0,0,1
406,C0424092,0,0,1
407,C0015967,0,0,1
407,C0028081,1,1,1
407,C0036104,0,0,1
407,C0038990,1,1,1
407,C0220870,0,0,1
407,C0233730,0,0,1
408,C0015967,0,0,1
408,C0028081,1,1,1
408,C0036104,0,0,1
408,C0038990,1,1,1
408,C0038999,0,0,1
408,C0220870,0,0,1
408,C0233660,0,0,1
408,C0233730,0,0,1
409,C0392674,0,0,1
409,C0557875,0,0,1
411,C0018681,1,1,0
411,C0020175,0,0,1
411,C0038990,0,0,1
411,C0149931,1,1,0
411,C0150084,0,0,1
411,C0242362,0,0,1
411,C0425251,0,0,1
411,C0877781,0,0,1
412,C0522165,0,0,1
412,C2939147,0,0,1
413,C0002957,1,1,1
413,C0012833,1,1,0
413,C0018681,1,1,0
413,C0027497,1,1,1
413,C0042963,0,0,1
413,C0043094,0,0,1
413,C0220870,0,0,1
413,C0232461,0,1,0
413,C1262477,1,1,1
413,C1971624,1,1,0
414,C0003467,1,1,0
414,C0018834,1,1,1
414,C0027497,1,1,1
414,C0028081,0,0,1
414,C0038990,0,0,1
414,C0042963,0,0,1
414,C0220870,0,0,1
414,C0581879,0,0,1
414,C4075722,0,1,1
415,C0028643,0,0,1
415,C0043094,1,1,1
415,C0043387,1,1,1
415,C0239649,0,0,1
416,C0028643,0,0,1
416,C0043094,1,1,1
417,C0012833,1,1,0
417,C0015726,0,0,1
417,C0018681,1,1,0
417,C0027497,1,1,1
417,C0042963,0,0,1
417,C0220870,0,0,1
417,C0581879,0,0,1
418,C0015726,0,0,1
418,C0042963,0,0,1
418,C3672010,0,0,1
419,C0220870,0,0,1
419,C0392674,1,1,1
419,C0424444,0,1,1
419,C0557875,0,0,1
419,C0917801,1,1,1
420,C0030193,0,0,1
420,C0042963,0,0,1
420,C0239833,0,0,1
421,C0028643,0,0,1
421,C0220870,0,0,1
421,C0344232,0,0,1
421,C0392674,1,1,1
421,C0557875,0,0,1
421,C0581879,0,0,1
422,C0043094,1,1,1
423,C0023380,1,1,0
424,C0424092,0,0,1
427,C0015967,0,0,1
427,C0036104,0,0,1
428,C0027497,1,1,1
428,C0042963,0,0,1
428,C0235309,0,1,1
429,C0231303,0,0,1
429,C0233494,0,0,1
430,C0027497,1,1,1
430,C0028643,0,0,1
430,C0030193,0,0,1
430,C0037317,0,0,1
430,C0042963,0,0,1
430,C1971624,1,1,0
430,c0037317,0,0,1
431,C0036104,0,0,1
432,C0027497,1,1,1
432,C0036104,0,0,1
432,C0042963,0,0,1
432,C0424092,0,0,1
433,C0027497,1,1,1
433,C0042963,0,0,1
433,C0522165,1,1,1
433,C0581879,0,0,1
434,C0015726,0,0,1
434,C0024517,1,1,1
434,C0026603,0,0,1
434,C0582093,1,1,1
435,C0008031,0,0,1
435,C0009676,1,1,0
435,C0011991,1,1,1
435,C0012833,1,1,0
435,C0027497,1,1,1
435,C0028081,0,0,1
435,C0030193,0,0,1
435,C0033774,0,0,1
435,C0036973,0,0,1
435,C0037320,0,0,1
435,C0038990,0,0,1
435,C0040822,1,1,1
435,C0042963,0,0,1
435,C0043387,1,1,1
435,C0085593,1,1,1
435,C0085632,1,1,0
435,C0149931,1,1,0
435,C0220870,0,0,1
435,C0231530,1,1,0
435,C0232292,0,0,1
435,C0232431,0,0,1
435,C0233407,1,1,1
435,C0233408,0,1,1
435,C0236000,0,0,1
435,C0239882,1,1,1
435,C0344232,0,0,1
435,C0392674,0,0,1
435,C0438697,0,0,1
435,C0557875,0,0,1
435,C0700590,0,0,1
435,C0850674,0,1,1
435,C0877781,0,0,1
436,C0015967,0,0,1
436,C0036104,0,0,1
437,C0036104,0,0,1
437,C0233469,0,0,1
437,C0425082,0,0,1
438,C0003467,1,1,0
438,C0015726,0,0,1
438,C0028643,0,0,1
438,C0043094,1,1,1
438,C0239649,0,0,1
439,C0012833,1,1,0
439,C0015967,0,0,1
439,C0016382,0,0,1
439,C0043387,1,1,1
439,C0220870,0,0,1
441,C0001241,0,0,1
441,C0036104,0,0,1
441,C0038999,0,0,1
441,C0231303,1,1,1
441,C0233494,0,0,1
441,C0581879,0,0,1
442,C0005911,1,1,1
442,C0043094,1,1,1
442,C0560617,0,0,1
443,C0043094,1,1,1
443,C0220870,0,0,1
443,C0522165,0,0,1
444,C0006325,0,1,1
444,C0028643,0,0,1
444,C0030193,0,0,1
444,C0037317,0,0,1
444,c0037317,0,0,1
445,C0015672,1,1,0
445,C0016382,0,0,1
445,C0027497,0,0,1
445,C0557875,0,0,1
447,C0917801,1,1,1
448,C1971624,1,1,0
449,C0027497,1,1,1
449,C0042963,0,0,1
450,C0015726,0,0,1
450,C0016382,0,0,1
450,C0030318,0,0,1
451,C0002957,0,0,1
451,C0015672,1,1,0
451,C0042963,0,0,1
451,C0043094,1,1,1
451,C0043387,1,1,1
451,C0392674,0,0,1
451,C0424092,0,0,1
451,C0425251,0,0,1
451,C0425766,0,0,1
451,C0557875,1,1,1
451,C0581879,0,0,1
451,C1262477,0,1,1
452,C0015672,1,1,0
452,C0043094,1,1,1
452,C0557875,0,0,1
452,C1262477,0,1,1
453,C0013144,1,1,0
453,C0033774,0,0,1
454,C0018681,1,1,0
454,C0033774,1,1,1
455,C0012833,1,1,0
455,C0027497,1,1,1
455,C0042963,0,0,1
455,C0220870,0,0,1
455,C0233730,0,0,1
455,C0424092,0,0,1
456,C0015967,0,0,1
456,C0027497,1,1,1
456,C0030318,1,1,1
456,C0036104,0,0,1
456,C0037320,0,0,1
456,C0042963,0,0,1
456,C0149931,1,1,0
456,C0220870,0,0,1
456,C0877781,0,0,1
456,C0917801,1,1,1
458,C0009806,1,1,0
458,C0015672,1,1,0
458,C0043094,1,1,1
458,C0220870,0,0,1
458,C0522165,0,0,1
458,C0542476,0,0,1
458,C0557875,0,0,1
458,C0581879,0,0,1
458,C1262477,0,0,1
459,C0015726,0,0,1
459,C0028643,0,0,1
460,C0015967,0,0,1
460,C0016382,0,0,1
460,C0027497,1,1,1
460,C0036104,0,0,1
460,C0040822,1,1,1
460,C0042963,0,0,1
460,C0239882,0,0,1
460,C0600142,0,0,1
461,C0028643,0,0,1
461,C0038990,0,0,1
461,C0085633,0,0,1
461,C0242362,0,0,1
461,C0581879,0,0,1
461,C0587054,0,0,1
462,C0004095,0,0,1
462,C0011057,1,1,1
462,C0015967,0,0,1
462,C0016382,0,0,1
462,C0036104,0,0,1
462,C0235239,0,0,1
462,C0392674,0,0,1
462,C0521008,0,0,1
462,C0600142,0,0,1
463,C0038990,1,1,1
463,C0233730,0,0,1
464,C0010399,1,1,0
464,C0220870,0,0,1
464,C0344232,0,0,1
464,C0438697,1,1,0
464,C0522165,0,0,1
464,C0581879,0,0,1
464,C2939147,0,0,1
465,C0015672,1,1,0
465,C0018681,1,1,0
465,C0038990,0,0,1
465,C0043094,1,1,1
465,C0242362,0,0,1
465,C0557875,0,0,1
466,C0043094,0,1,1
467,C0036973,0,0,1
467,C0038990,1,1,1
467,C0233730,0,0,1
467,C0917801,1,1,1
468,C0001241,0,0,1
468,C0036104,0,0,1
468,C1971624,0,1,0
469,C0015726,0,0,1
469,C0042963,0,0,1
469,C0233730,0,0,1
469,C0424092,0,0,1
470,C0015726,0,0,1
471,C0015726,0,0,1
471,C0036104,0,0,1
472,C0015967,0,0,1
473,C0015726,0,0,1
473,C0581879,0,0,1
473,C2939147,0,0,1
473,C3672010,0,0,1
474,C0424092,0,0,1
475,C0042963,0,0,1
475,C0278016,0,0,1
476,C0015672,1,1,0
476,C0557875,0,0,1
477,C0011991,1,1,1
477,C0016382,0,0,1
477,C0028643,0,0,1
477,C0036973,0,0,1
477,C0038990,1,1,1
477,C0233730,0,0,1
477,C0497247,0,1,0
477,C0700590,0,1,0
478,C0011991,1,1,1
478,C0038990,1,1,1
478,C0233730,0,0,1
478,C0424092,0,0,1
479,C0015672,1,1,0
479,C0018681,1,1,0
479,C0220870,0,0,1
479,C0557875,0,0,1
479,C3672010,0,0,1
480,C0027497,1,1,1
480,C0042963,0,0,1
480,C0043387,1,1,1
481,C0027338,0,0,1
481,C0042963,0,0,1
481,C0233624,0,0,1
481,C0542313,0,0,1
481,C0582141,1,1,0
482,C0028081,1,1,1
482,C0038990,1,1,1
482,C0220870,0,0,1
482,C0233730,0,0,1
482,C0235309,0,0,1
483,C0233763,0,0,1
483,C0235309,0,0,1
484,C0003467,1,1,0
484,C0016382,0,0,1
484,C0042963,0,0,1
484,C0233494,1,1,1
484,C0235108,1,1,1
484,C0581879,0,0,1
484,C0812387,0,0,1
485,C0235309,0,0,1
486,C0028081,1,1,1
486,C0038990,1,1,1
486,C0220870,0,0,1
486,C0233730,0,0,1
486,C0581879,0,0,1
488,C0003467,1,1,0
488,C0010399,1,1,0
488,C0012833,1,1,0
488,C0026961,1,1,0
488,C0028643,0,0,1
488,C0220870,0,0,1
488,C0438697,1,1,0
491,C0043094,1,1,1
491,C0554980,1,1,0
492,C0015672,1,1,0
492,C0015967,0,0,1
492,C0557875,0,0,1
493,C1971624,1,1,0
494,C0009806,1,1,0
494,C0036104,0,0,1
494,C0233469,0,0,1
497,C0003467,1,1,0
497,C0024517,1,1,1
498,C0011057,0,0,1
498,C0028081,1,1,1
498,C0038990,1,1,1
498,C0220870,0,0,1
498,C0233730,0,0,1
498,C0235309,1,1,1
498,C0521008,0,0,1
499,C0003467,1,1,0
499,C0038999,0,0,1
499,C0043094,1,1,1
499,C0424092,0,0,1
499,C0581879,0,0,1
500,C0043387,1,1,1
500,C0917801,1,1,1
500,C3887611,0,0,1
501,C0018616,1,1,1
501,C0026821,0,0,1
501,C0554978,0,0,1
504,C0003467,1,1,0
504,C0232461,1,1,0
504,C0312418,1,1,0
504,C0917801,1,1,1
505,C0012833,1,1,0
505,C0018681,1,1,0
505,C0220870,0,0,1
505,C0917801,1,1,1
506,C0018681,1,1,0
507,C0028643,0,0,1
507,C0043094,1,1,1
508,C0042963,0,0,1
509,C0042963,1,1,1
510,C0030252,1,1,0
510,C0235239,0,0,1
512,C0001241,0,0,1
512,C0015726,0,0,1
512,C0581879,0,0,1
513,C0028643,0,0,1
514,C0028643,0,0,1
514,C0030193,0,0,1
514,C0037317,0,0,1
514,C0220870,0,0,1
514,c0037317,0,0,1
515,C0009806,1,1,0
515,C0018681,1,1,0
515,C0026603,0,0,1
515,C0027497,1,1,1
515,C0030193,1,1,1
515,C0042571,1,1,1
515,C0042963,0,0,1
515,C0220870,0,0,1
515,C0236000,1,1,1
515,C0344232,1,1,1
515,C0557885,0,0,1
515,C0581879,0,0,1
516,C0015726,0,0,1
516,C0043094,1,1,1
517,C0020175,1,1,1
517,C1971624,1,1,0
518,C0085632,1,1,0
521,C0043094,0,1,1
522,C0016382,0,0,1
522,C0233730,0,0,1
523,C0004604,0,0,1
523,C0008031,0,0,1
523,C0015672,1,1,0
523,C0028643,0,0,1
523,C0030193,1,1,1
523,C0236000,0,0,1
523,C0392674,0,0,1
523,C0557875,0,0,1
524,C0424092,0,0,1
525,C0020175,0,0,1
525,C0581879,0,0,1
526,C0010399,1,1,0
526,C0018616,0,0,1
526,C0438697,1,1,0
528,C0028643,0,0,1
529,C0016382,0,0,1
530,C0028643,0,0,1
530,C0038990,1,1,1
530,C0233730,0,0,1
530,C0239511,0,0,1
530,C0438697,1,1,1
530,C0700590,1,1,1
531,C0015726,0,0,1
531,C0028081,0,0,1
531,C0036104,0,0,1
531,C0038990,1,1,1
531,C0038999,0,0,1
531,C0220870,0,0,1
531,C0233730,0,0,1
531,C0425082,0,0,1
531,C0438697,1,1,1
531,C0700590,1,1,1
532,C0038990,0,0,1
532,C0043094,1,1,1
532,C0542476,1,1,1
532,C1262477,0,1,1
534,C0028643,0,0,1
534,C0043094,1,1,1
534,C0220870,0,0,1
534,C0233469,0,0,1
534,C0239511,0,0,1
534,C0392674,0,0,1
534,C0424092,0,0,1
534,C0557875,0,0,1
534,C0701812,0,0,1
535,C0001241,0,0,1
535,C0016382,0,0,1
536,C0028081,0,1,1
536,C0038990,1,1,1
536,C0220870,0,0,1
536,C0233730,0,0,1
537,C0043094,1,1,1
538,C0042963,0,0,1
539,C0018616,0,0,1
539,C0581879,0,0,1
540,C0015726,0,0,1
540,C0028081,1,1,1
540,C0030318,1,1,1
540,C0037320,0,0,1
540,C0038990,1,1,1
540,C0086769,1,1,1
540,C0220870,0,0,1
540,C0232292,0,0,1
540,C0233730,0,0,1
540,C0392674,0,0,1
540,C0424092,0,0,1
540,C0424095,0,0,1
540,C0424166,0,0,1
540,C0581879,0,0,1
540,C4075722,0,0,1
541,C0036104,0,0,1
541,C0425082,0,0,1
542,C0012833,1,1,0
542,C0043094,1,1,1
542,C0220870,0,0,1
543,C0220870,0,0,1
543,C0424092,0,0,1
543,C0581879,0,0,1
543,C4075722,0,0,1
544,C0043094,1,1,1
545,C0027497,0,0,1
545,C0028643,0,0,1
545,C0042963,0,0,1
546,C0036104,0,0,1
546,C0424092,0,0,1
546,C0557885,0,0,1
546,C0581879,0,0,1
547,C0038999,0,0,1
548,C0003467,1,1,0
548,C0038999,0,0,1
549,C0003467,1,1,0
549,C0015726,0,0,1
549,C0018681,1,1,0
549,C0220870,0,0,1
549,C0235309,1,1,1
549,C0425766,0,0,1
550,C0043094,1,1,1
551,C0033774,0,0,1
552,C0027497,1,1,1
552,C0042963,0,0,1
552,C0220870,0,0,1
552,C0233763,0,0,1
552,C0424092,0,0,1
553,C0028081,1,1,1
553,C0028643,0,0,1
553,C0030193,0,0,1
553,C0037317,0,0,1
553,C0038990,1,1,1
553,C0220870,0,0,1
553,C0233730,0,0,1
553,C4075722,0,0,1
553,c0037317,0,0,1
554,C0015672,1,1,0
554,C0015726,0,0,1
554,C0028081,1,1,1
554,C0038990,1,1,1
554,C0220870,0,0,1
554,C0233730,0,0,1
554,C0522165,0,0,1
554,C0557875,0,0,1
554,C0581879,0,0,1
554,C0582051,1,1,1
554,C3672010,0,0,1
555,C0015672,1,1,0
555,C0015726,0,0,1
555,C0028081,1,1,1
555,C0038990,1,1,1
555,C0220870,0,0,1
555,C0233730,0,0,1
555,C0557875,0,0,1
556,C1262477,1,1,1
557,C0015672,1,1,0
557,C0425251,0,0,1
557,C0557875,0,0,1
558,C0003467,1,1,0
558,C0015726,0,0,1
558,C0015967,0,0,1
558,C0028643,0,0,1
558,C0036104,0,0,1
558,C0037317,0,0,1
558,C0038999,0,0,1
558,C0231403,0,1,0
558,C0233632,0,0,1
558,C0239832В,0,0,1
558,C0575805,0,0,1
558,c0037317,0,0,1
561,C0220870,0,0,1
562,C0917801,1,1,1
563,C0015726,0,0,1
564,C0018616,0,0,1
564,C0028643,0,0,1
565,C0016382,0,0,1
565,C0231218,1,1,0
565,C0424092,0,0,1
565,C0581879,0,0,1
565,C0917801,1,1,1
566,C0018616,0,0,1
566,C0043094,1,1,1
567,C0015672,1,1,0
567,C0042963,0,0,1
567,C0043094,1,1,1
567,C0232937,0,0,1
567,C0424091,0,0,1
567,C0424092,0,0,1
567,C0557875,0,0,1
568,C0233469,0,0,1
569,C0012833,1,1,0
569,C0027497,1,1,1
569,C0042963,0,0,1
569,C0220870,0,0,1
569,C0392674,0,0,1
569,C0557875,0,0,1
570,C0043094,1,1,1
570,C0917801,1,1,1
571,C0028643,0,0,1
571,C0036973,0,0,1
573,C0027497,0,0,1
573,C0392674,0,0,1
573,C0557875,0,0,1
574,C0043094,1,1,1
575,C0028084,1,1,0
575,C0232461,0,1,0
575,C0232462,0,1,0
575,C0392674,0,0,1
575,C0424092,0,0,1
575,C0455769,1,1,0
575,C0521008,0,0,1
576,C0011206,0,0,1
577,C0001241,0,0,1
577,C0011057,0,0,1
577,C0015726,0,0,1
577,C0028081,1,1,1
577,C0038990,1,1,1
577,C0040822,1,1,1
577,C0220870,0,0,1
577,C0233730,0,0,1
577,C0425083,0,0,1
577,C0425766,0,0,1
577,C4075722,0,1,1
579,C0028643,0,0,1
579,C0030193,0,0,1
